,text,keywords
425,moreoveroneobservessegregationeffectsbythexrdanalysiswhichprobablytookplaceathightemperatureandwerepartiallyquenchedtoroomtemperaturethephaseanalysisshoweduptothreedistinctphaseswhichshouldhavehencedistinctmeasurablephasetransitiontemperatureiftheycrystallisefromtheliquidonthesurfaceinthethermogramstheseeffectsarenotobservableasdifferentsolidificationarrestorclearinflectionstheproportionofnewappearingphasesissmallandthereforethelatentheatreleasedbythisnewphasewillbealsosmallthereflectedlightsignaltechniqueonlyshowedonephasechangeduringcoolingaswellthelocationofthissegregationcannotbedeterminedexactlyinthemoltenpoolorlaterintheresolidifiedmaterialatthesurfacewherethetemperatureismeasuredthematerialanalysisbyramanspectroscopyhasnotshownsignsofsegregationsothatalsotheuncertaintiesincompositionforthephasetransitionaretakenfromtheuncertaintiesfromthexrdanalysisforthemostabundantphaseateachcompositioninresolidified,"['clear inflections', 'crystallise', 'latent heat', 'liquid', 'material analysis by Raman spectroscopy', 'molten pool', 'phase change', 'phase transition', 'quenched', 'Raman spectroscopy', 'reflected light signal technique', 're-solidified material', 'segregation', 'segregation effects', 'solidification arrest', 'surface', 'thermograms', 'XRD analysis']"
426,anapplicationofrompderivedrandomcopolymersisthecovalentincorporationofopticalsensormoietiesintopolymermatrixrompolymershavebeentestedasmatrixmaterialsfortheoxygensensingphosphorescentcomplexplatinumcorrelationbetweenthenatureoftheromsidechainandtheopticalresponseofthesensormoleculeshasbeenestablishedseveralworksarededicatedtothesynthesisofrompableopticalsensormoleculessuchasphenantroimidazoleseuropiumcomplexesorxanthenedyestheirrandomcopolymerizationandtheevaluationoftheirsensingprofilesinthecopolymersanotherapplicationcomprisesrandomcopolymerswithcovalentlyboundeosinandorethyldimethylaminobenzoateunitswhichweretestedasmacroinitiatorsforthephotopolymerizationofacrylatesaimingataninitiatorcoinitiatorsystemwhichcombinesgoodpolymerizationactivitywithimprovedmigrationstability,"['acrylates', 'copolymerization', 'copolymers', 'covalent incorporation of optical sensor moieties into a polymer matrix', 'covalently bound eosin', 'ethyl dimethylamino benzoate units', 'europium complexes', 'evaluation of their sensing profiles in the copolymers', 'initiator/coinitiator system', 'macroinitiators', 'matrix materials', 'optical sensor moieties', 'oxygen', 'phenantroimidazoles', 'phosphorescent complex platinum tetrakis(pentafluorophenyl)porphyrin', 'polymerization', 'polymer matrix', 'random copolymers with covalently bound eosin and/or ethyl dimethylamino benzoate units', 'ROMP-able optical sensor molecules', 'ROMP derived random copolymers', 'ROM polymers', 'ROM polymer’s side chain', 'sensor molecules', 'synthesis of ROMP-able optical sensor molecules', 'xanthene dyes']"
427,inthispapernovelpositionestimationmethodofprismwasproposedforsinglelensstereovisionsystemtheprismwithmultifaceswasconsideredassingleopticalsystemcomposedofsomerefractiveplanestransformationmatrixwhichcanexpresstherelationshipbetweenanobjectpointanditsimagebytherefractionofprismwasderivedbasedongeometricalopticsandmathematicalmodelwasintroducedwhichcandenotethepositionofprismwitharbitraryfacesonlybyparametersthismodelcanextendtheapplicationofsinglelensstereovisionsystemusingprismtomorewidelyareaexperimentationresultsarepresentedtoprovetheeffectivenessandrobustnessofourproposedmodel,"['effectiveness', 'express the relationship', 'extend the application of single-lens stereovision system', 'geometrical optics', 'image', 'mathematical model', 'object point', 'position estimation method', 'prism', 'refraction of prism', 'refractive planes', 'robustness', 'single-lens stereovision system', 'single optical system', 'transformation matrix']"
428,thepurportedadvantagesofemrimplementationinurbanslumsarewidelypromotedincreasinglycapablehealthinformationsystemscouldfacilitatecommunicationhelpcoordinatecareandimprovethecontinuityofcareindisadvantagedcommunitieslikekiberahoweveravailablesystemsmaynothavetheabilitytosimplifycareorimproveefficiencywherefundingandhumanresourcesarescarceinfrastructureisunreliableandhealthdatademandsareopportunisticnotstrategicthisstudydescribedperceptionsoflocalemrstakeholdersintwourbanslumclinicstheysharedmanyobservationsthatmaybeimportantforotheremrinitiativestoheedandworriedmostaboutthesustainabilityofemrinitiativesinlikecommunitiesthefutureforemruseinurbanslumsispromisinginnovativenewtechnologiessuchasmobileapplicationsandpointofcarelaboratorytestscouldextendthereachofemrswhereinfrastructureiswantingnewcloudbasedemrecosystemswheredataiscollectedandstoredcentrallycouldleveragecellphonenetworkstopromotemorehealthinformationsharingcoordinationofcareandultimatelybetteroutcomesforvulnerablepointswhatwasalreadyknownontheurbanizationisassociatedwithgrowthinthenumberandsizeofurbanslumsandanassociatedriseintheburdenofdiseasefurtherworseninganalreadyfragmentedandinefficienthealthcare,"['cloud-based EMR ecosystems', 'EMR', 'EMR implementation', 'EMRs', 'health information systems', 'mobile applications']"
429,tablelistspairsofdecaysinfacttherearemoredecaypairssincemanyoftheparticlesinthefinalstatescanbeobservedaseitherormesonsnotethatcertaindecaysarewrittenintermsofvvfinalstateswhileothersarehavetherearethreereasonsforthisfirstsomedecaysinvolvefinalhoweverexperimentallyitwillbenecessarytofindthedecayverticesofthefinalparticlesthisisvirtuallyimpossibleforandsowealwaysusesecondsomepairsofdecaysarerelatedbyinthesmonlyifanquarkpairisusedhowevertherearenowhicharepurethemesonsandhaveancomponentbuttheyalsohavesignificantandpiecesasresulttheanddecaysarenotreallyrelatedbyinthesmifthefinalstateinvolvesanwethereforeconsiderinsteadthevectormesonwhichisessentiallypurequarkstatefinallywerequirethatbothb0andbeabletodecaytothefinalstatethiscannothappenifthefinalstatecontainssinglek0mesonhoweveritcanoccurifthisfinalstateparticleisanexcitedneutralkaoninthiscaseonedecayinvolveswhiletheotherhasassumingthatthevectormesonisdetectedviaitsdecaytoψksπ0inthemeasurementofsin2βviathenbothb0andcandecaytothesamefinal,"['B0', 'B¯0', 'B decays', 'decay', 'decay pairs', 'decays', 'decay to the final state', 'decay to ψKsπ0', 'excited neutral kaon', 'final particles', 'final-state particle', 'find the decay vertices', 'K¯*0', 'K*0', 'measurement of sin2β', 'meson', 'mesons', 'pairs of decays', 'quark', 'quark pair', 'quark state', 'SM', 'vector meson', 'η', 'η′', 'ϕ', 'ψKsπ0']"
430,theneedtorepresentscaleinteractionsinweatherandclimatepredictionmodelshasformanydecadesmotivatedresearchintotheuseofadaptivemeshesadaptivitymeshredistributioninvolvesdeformingmeshinordertovarylocalresolutionandwasfirstconsideredforatmosphericmodellingmorethantwentyyearsagobydietachmayeranddroegemeieritisanattractiveformofadaptivitysinceitdoesnotinvolvealteringthemeshconnectivitydoesnotcreateloadbalancingproblemsbecausepointsarenevercreatedordestroyeddoesnotrequiremappingofsolutionsbetweenmeshesdoesnotleadtosuddenchangesinresolutionandcanberetrofittedintoexistingmodelsvariationalmethodsexistwhichattempttocontrolresolutionindifferentdirectionsforadaptivemeshesalternativelythesolutionofthemongeampèreequationtogenerateanoptimallytransportedmeshbasedonscalarvaluedmonitorfunctionisusefulformofadaptivemeshgenerationbecauseitgeneratesmeshequidistributedwithrespecttomonitorfunctionanddoesnotleadtomeshtanglingwewillseethattheoptimaltransportproblemonthesphereleadstoslightlydifferentequationofmongeampèretypewhichhasnotbeforebeensolvednumericallyonthesurfaceofspherewhichwouldbenecessaryforweatherandclimatepredictionusing,"['adaptive meshes', 'adaptivity', 'altering the mesh connectivity', 'atmospheric modelling', 'control resolution in different directions for r-adaptive meshes', 'deforming a mesh', 'mapping of solutions between meshes', 'mesh', 'meshes', 'mesh redistribution', 'mesh tangling', 'Monge–Ampère', 'Monge–Ampère equation', 'monitor function', 'optimally transported (OT) mesh', 'optimal transport problem on the sphere', 'r-adaptive meshes', 'r-adaptive mesh generation', 'r-adaptivity', 'R-adaptivity', 'represent scale interactions', 'scalar valued monitor function', 'sphere', 'Variational methods', 'weather and climate prediction', 'weather and climate prediction models']"
431,gassorptionstorageandseparationincarbonmaterialsaremainlybasedonphysisorptiononthesurfacesandparticularlydependontheelectrostaticanddispersioninteractionstheformercanbetunedbyintroducingchargevariationsinthematerialandthelatterbychemicalsubstitutionthestrengthoftheinteractionisdeterminedbythesurfacecharacteristicsoftheadsorbentandthepropertiesoftargetedadsorbatemoleculeincludingbutnotlimitedtothesizeandshapeoftheadsorbatemoleculealongwithitspolarizabilitymagneticsusceptibilitypermanentdipolemomentandquadrupolemomentlietalsummarisetheadsorptionrelatedphysicalparametersofmanygasorvapouradsorbatesandhereintableweshowfewofthoseofinteresth2n2coco2ch4nh3so2andh2sforinstanceanadsorbentwithhighspecificsurfaceareaisgoodcandidateforadsorptionofmoleculewithhighpolarizabilitybutnopolarityadsorbentswithhighlypolarisedsurfacesaregoodforadsorbatemoleculeswithhighdipolemomenttheadsorbentswithhighelectricfieldgradientsurfacesarefoundtobeidealforthehighquadrupolemomentadsorbatemoleculesnormallythebindingoradsorptionstrengthwithcarbonnanostructureisrelativelylowforh2andn2intermediateforcoch4andco2andrelativelyhighforh2snh3andh2othussurfacemodificationssuchasdopingfunctionalizationandimprovingtheporestructureandspecificsurfaceareaofnanocarbonsareimportanttoenhancegasadsorptionforthispurposegrapheneoffersgreatscopefortailormadecarbonaceous,"['adsorbate molecule', 'adsorbate molecules', 'adsorbent', 'adsorbents', 'Adsorbents', 'carbonaceous adsorbents', 'carbon materials', 'CH4', 'chemical substitution', 'CO', 'CO2', 'doping', 'electrostatic and dispersion (i.e., vdW) interactions', 'enhance gas adsorption', 'functionalization', 'gas or vapour adsorbates', 'Gas sorption, storage and separation', 'graphene', 'H2', 'H2O', 'H2S', 'high quadrupole moment adsorbate molecules', 'improving the pore structure and specific surface area of nanocarbons', 'introducing charge variations in the material', 'molecule', 'N2', 'nanocarbons', 'NH3', 'physisorption', 'SO2', 'surface modifications']"
432,onemajorgoalofcurrentnuclearphysicsistheobservationofatleastpartialrestorationofchiralsymmetrysincethechiralorderparameterisexpectedtodecreasebyaboutalreadyatnormalnuclearmatterdensityanyinmediumchangeduetothedroppingquarkcondensateshouldinprinciplebeobservableinphotonuclearreactionstheconjecturethatsuchpartialrestorationofchiralsymmetrycausessofteningandnarrowingofthemesonasthechiralpartnerofthepioninthenuclearmediumhasledtotheideaofmeasuringtheπ0π0invariantmassdistributionnearthe2πthresholdinphotoninducedreactionsonnucleiincontrasttoitsquestionablenatureasproperquasiparticleinvacuumthemesonmightdevelopmuchnarrowerpeakatfinitebaryondensityduetophasespacesuppressionforthedecayhencemakingitpossibletoexploreitspropertieswhenembeddedinnuclearmanybodysystemmeasuringthresholdenhancementoftheπ0π0invariantmassspectrummightserveassignalforthepartialrestorationofchiralsymmetryinsidenucleiandthereforegiveinformationaboutoneofthemostfundamentalfeaturesof,"['chiral order parameter', 'chiral partner', 'Measuring a threshold enhancement of the π0π0 invariant mass spectrum', 'measuring the π0π0 invariant mass distribution', 'nuclear many-body system', 'nuclear matter', 'nuclear medium', 'nuclear physics', 'nuclei', 'observation of at least partial restoration of chiral symmetry', 'partial restoration of chiral symmetry', 'photon', 'photon induced reactions', 'photonuclear reactions', 'pion', 'QCD', 'q̄q', 'quark condensate', 'quasiparticle', 'σ meson', 'σ→ππ decay']"
433,severalmethodsbasedondynamicalassumptionsweresuggestedfordeterminationoftheparityoftheaccordingtogeneraltheoreminordertodeterminetheparityofoneparticleinbinaryreactiononehastoknowpolarizationsatleastoftwofermionsparticipatinginthisreactionmodelindependentmethodsfordeterminationoftheparityoftheweresuggestedrecentlyinrefsforppcollisionandinrefforphotoproductionofthethemethodofrefsbasedontheassumptionthatthespinoftheequals12suggeststomeasurethespinspincorrelationparameterinthereactionnearthethresholdwegeneralizeherethismethodforanarbitraryspinoftheandbothisospinsandofthennchannelofthereactionfurthermoreweconsiderpolarizationtransferfromnucleontothehyperoninthisreactionourconsiderationismodelindependentsinceitisbasedonlyonconservationoftheparitytotalangularmomentumandisospininthereactionandthegeneralizedpauliprinciplefor,"['binary reaction', 'conservation of the P-parity', 'determination of the P-parity', 'determine the parity', 'fermions', 'general theorem', 'isospin', 'measure the spin–spin correlation parameter', 'Model independent methods', 'nucleon', 'nucleons', 'particle', 'photoproduction', 'polarization transfer', 'pp-collision', 'reaction', 'the hyperon Y', 'this reaction', 'total angular momentum']"
434,energyconservationiscriticaltoensurestabilityofnumericalmethodespeciallyforcontactandcollisionnumberofconservingschemeshavebeendevelopedtoensureenergyconservationtheseschemesmakeuseofthepenaltyregulationofnormalcontactconstraintandinherittheconservationpropertyfromcontinuumproblemstheseconservationschemescanconvenientlybecombinedwiththefiniteelementmethodtosimulateandcontactandcollisionheschandformulatedthenodetosegmentcontactmethodandsolvedlargedeformationcontactproblemswiththeconservingschememorerecentlyanenergyandmomentumconservingtemporaldiscretizationwasdevelopedforadhesivecontactproblemswithoutconsideringfrictionanddissipationeventhoughtheconservingschemeimprovesnumericalstabilityitalsoinheritsfromthepenaltymethodthedifficultyofhavingtodeterminepenaltyparametersinordertoremovepenaltysensitivitychawlaandproposedanenergyandmomentumconservingalgorithmwhichmakesuseoflagrangemultipliersinsteadofpenalty,"['adhesive contact problems', 'conservation schemes', 'conserving scheme', 'contact and collision problems', 'continuum problems', 'dissipation', 'energy and momentum conserving algorithm', 'energy and momentum-conserving temporal discretization scheme', 'energy conservation', 'Energy conservation', 'finite element method', 'friction', 'large deformation contact problems', 'node-to-segment contact method', 'penalty regulation', 'simulate frictionless\xa0 [44] and frictional\xa0 [43] contact and collision']"
435,halfmetallicferromagnetshaveattractedenormousinterestduetotheirapplicationsinspintronicdevicesdilutemagneticsemiconductorsareconsideredtobethebestmaterialstoshowhalfmetallicitythesematerialshavetwocomponentsonebeingsemiconductingmaterialwithdiamagneticpropertieswhiletheotherismagneticdopantsuchastransitionmetalhavingunpairedelectronsthemajoradvantageofthesematerialsisutilizationofspinasinformationcarriersinceadvancedfunctionalitiesinspintronicdevicescanbeviablebytheuseofspindegreeoffreedomalongwiththechargeofelectronsthemajorissueregardingtheapplicabilityofthesematerialsistoenhancethecurietemperatureaboveroomtemperaturewhytheresearchinterestshiftedtowardslargebandgapmaterialslotofworkhasbeenreportedondmsswithdifferentiiviandiiisemiconductorsashostmaterialsuchasznscdsganznoznsezntetio2sno2,"['CdS', 'Dilute magnetic semiconductors', 'DMSs', 'electrons', 'enhance the Curie temperature above room temperature', 'GaN', 'Half metallic ferromagnets', 'HMF', 'host material', 'II–VI and III–V semiconductors', 'large band gap materials', 'magnetic dopant', 'materials to show half metallicity', 'semiconducting material', 'SnO2', 'spintronic devices', 'TiO2', 'transition metal', 'un-paired d electrons', ""utilization of electron's spin as information carrier"", 'ZnO', 'ZnS', 'ZnSe', 'ZnTe']"
